,Train Loss,Val Loss
0,1.1803531646728516,1.2378630638122559
1,1.1319794654846191,1.178483247756958
2,1.0804303884506226,1.1230390071868896
3,1.048781394958496,1.0724021196365356
4,1.0030442476272583,1.028451919555664
5,0.9601209163665771,0.9858805537223816
6,0.9312436580657959,0.9447507858276367
7,0.8972284197807312,0.9100876450538635
8,0.864253580570221,0.883581817150116
9,0.8348978757858276,0.8567298650741577
10,0.8087178468704224,0.83070969581604
11,0.7814282178878784,0.804526150226593
12,0.7532176375389099,0.7781742811203003
13,0.7281004786491394,0.7519508004188538
14,0.7042417526245117,0.724755048751831
15,0.6826406717300415,0.6975610852241516
16,0.6620156168937683,0.6714981198310852
17,0.637378454208374,0.6462056636810303
18,0.6076639294624329,0.6214869022369385
19,0.5947363972663879,0.5974297523498535
20,0.5728093981742859,0.574388325214386
21,0.553424060344696,0.5516770482063293
22,0.5342959761619568,0.5276347398757935
23,0.5204877853393555,0.5049532651901245
24,0.5036497116088867,0.48368245363235474
25,0.4829554259777069,0.4639192521572113
26,0.4623216688632965,0.44567424058914185
27,0.45420128107070923,0.4290264844894409
28,0.44186532497406006,0.4139726459980011
29,0.4358513653278351,0.4004571735858917
30,0.42002514004707336,0.3885660171508789
31,0.41303497552871704,0.37839722633361816
32,0.4076990783214569,0.3693113625049591
33,0.39868366718292236,0.3610241711139679
34,0.3980655372142792,0.35336747765541077
35,0.38659802079200745,0.34623441100120544
36,0.3824373483657837,0.33949145674705505
37,0.3766374886035919,0.33306971192359924
38,0.3705291152000427,0.3268328309059143
39,0.36713096499443054,0.3207506537437439
40,0.35985028743743896,0.3148404061794281
41,0.35442790389060974,0.30913516879081726
42,0.34869712591171265,0.30368754267692566
43,0.3417098820209503,0.2985222041606903
44,0.3402075469493866,0.29364779591560364
45,0.32937344908714294,0.2890782058238983
46,0.32446497678756714,0.2848252058029175
47,0.3228452801704407,0.28097617626190186
48,0.3155383765697479,0.27744075655937195
49,0.3183135390281677,0.2742113769054413
50,0.3118864595890045,0.2712630331516266
51,0.3088434636592865,0.2685152292251587
52,0.31240206956863403,0.26593032479286194
53,0.30065086483955383,0.26345062255859375
54,0.298112154006958,0.26102215051651
55,0.30405107140541077,0.25861722230911255
56,0.29351767897605896,0.25624895095825195
57,0.30399641394615173,0.25385382771492004
58,0.291425883769989,0.2514021098613739
59,0.2957054078578949,0.24893784523010254
60,0.29079967737197876,0.24645006656646729
61,0.29180842638015747,0.2439778596162796
62,0.2825312614440918,0.24152886867523193
63,0.2944416403770447,0.2391253262758255
64,0.2935754656791687,0.23680612444877625
65,0.28473588824272156,0.2346339076757431
66,0.2805202901363373,0.23254337906837463
67,0.28863081336021423,0.23037169873714447
68,0.2854147255420685,0.22831258177757263
69,0.27940240502357483,0.2263249158859253
70,0.27881282567977905,0.22441808879375458
71,0.27874326705932617,0.22252388298511505
72,0.2770005166530609,0.22065050899982452
73,0.277731329202652,0.21880686283111572
74,0.2746447026729584,0.2169753909111023
75,0.2739085257053375,0.21522624790668488
76,0.2688855826854706,0.2135552316904068
77,0.270072877407074,0.21198295056819916
78,0.26462745666503906,0.2105393409729004
79,0.2677241861820221,0.20914511382579803
80,0.2679850161075592,0.20782189071178436
81,0.2658824026584625,0.2066206932067871
82,0.2606334686279297,0.20546428859233856
83,0.25492504239082336,0.20436707139015198
84,0.26133492588996887,0.20320016145706177
85,0.2569657862186432,0.2016584277153015
86,0.2575799226760864,0.2002711445093155
87,0.24838842451572418,0.19891375303268433
88,0.25498634576797485,0.19761210680007935
89,0.2507900297641754,0.19629952311515808
90,0.25833868980407715,0.19503244757652283
91,0.2509995698928833,0.1937859058380127
92,0.24808578193187714,0.1926102340221405
93,0.2559887766838074,0.19148698449134827
94,0.24938184022903442,0.1904287487268448
95,0.2447519451379776,0.189409539103508
96,0.2424497753381729,0.1884911209344864
97,0.24243730306625366,0.18765155971050262
98,0.2428823858499527,0.1868554651737213
99,0.24072079360485077,0.18612182140350342
100,0.23985466361045837,0.18546344339847565
101,0.24084153771400452,0.18481040000915527
102,0.24440716207027435,0.18413983285427094
103,0.23406203091144562,0.18350470066070557
104,0.24001431465148926,0.18290925025939941
105,0.24101504683494568,0.18233145773410797
106,0.24015873670578003,0.18185368180274963
107,0.24305345118045807,0.181478813290596
108,0.239151269197464,0.18110740184783936
109,0.23860596120357513,0.18079042434692383
110,0.2323852926492691,0.18047885596752167
111,0.2291666567325592,0.18015842139720917
112,0.23223842680454254,0.17982535064220428
113,0.23346304893493652,0.17952214181423187
114,0.23421907424926758,0.1791965514421463
115,0.2364661544561386,0.17886635661125183
116,0.23511360585689545,0.17860759794712067
117,0.22787468135356903,0.17839156091213226
118,0.2308337688446045,0.17814962565898895
119,0.23190762102603912,0.17796443402767181
120,0.2362857311964035,0.177845761179924
121,0.23146893084049225,0.1777745634317398
122,0.2350359708070755,0.17769871652126312
123,0.23380199074745178,0.17763012647628784
124,0.22616565227508545,0.1776527613401413
125,0.22780056297779083,0.17771948873996735
126,0.22708401083946228,0.1776934564113617
127,0.23258693516254425,0.17763373255729675
128,0.22732897102832794,0.17756353318691254
129,0.22779829800128937,0.17746146023273468
130,0.2245013266801834,0.1773718148469925
131,0.23227840662002563,0.1773446947336197
132,0.23085251450538635,0.1773105263710022
133,0.22779253125190735,0.17730769515037537
134,0.22686320543289185,0.17730192840099335
135,0.22633354365825653,0.1772487461566925
136,0.2227049022912979,0.17724202573299408
137,0.23032692074775696,0.17722399532794952
138,0.22346314787864685,0.17724618315696716
139,0.22460342943668365,0.17730750143527985
140,0.22307321429252625,0.17745600640773773
141,0.22201234102249146,0.17762307822704315
142,0.22170421481132507,0.17778702080249786
143,0.22404398024082184,0.17791803181171417
144,0.2256869226694107,0.1779232770204544
145,0.21815894544124603,0.17781957983970642
146,0.22743943333625793,0.17763645946979523
147,0.22520937025547028,0.17756640911102295
148,0.22237525880336761,0.1775130331516266
149,0.2217562049627304,0.17747144401073456
150,0.22088681161403656,0.17742472887039185
151,0.22371986508369446,0.17732733488082886
152,0.22125935554504395,0.17716194689273834
153,0.22177939116954803,0.17705710232257843
154,0.2234007865190506,0.1771564781665802
155,0.22094054520130157,0.17725981771945953
156,0.2329142987728119,0.17736957967281342
157,0.22102397680282593,0.17745856940746307
158,0.21938100457191467,0.17745745182037354
159,0.21967457234859467,0.1774151474237442
160,0.22277840971946716,0.1773848682641983
161,0.21799269318580627,0.17724387347698212
162,0.22060562670230865,0.17716161906719208
163,0.2221083790063858,0.17716287076473236
164,0.2189822494983673,0.17715081572532654
165,0.2149931937456131,0.17714963853359222
166,0.21544066071510315,0.1771841198205948
167,0.21768149733543396,0.17718662321567535
168,0.22188788652420044,0.1771673858165741
169,0.21834741532802582,0.17711971700191498
170,0.2150048464536667,0.17707611620426178
171,0.21949192881584167,0.1770867556333542
172,0.2197055220603943,0.1770121306180954
173,0.2137651890516281,0.17708143591880798
174,0.22241851687431335,0.1771078109741211
175,0.22182555496692657,0.17711623013019562
176,0.21679909527301788,0.17703451216220856
177,0.21396659314632416,0.17698650062084198
178,0.22085003554821014,0.17703166604042053
179,0.21860747039318085,0.1769663244485855
180,0.2153390496969223,0.17686882615089417
181,0.21963587403297424,0.17667672038078308
182,0.21972419321537018,0.17651453614234924
183,0.21131309866905212,0.17635515332221985
184,0.22073403000831604,0.1762435883283615
185,0.21766060590744019,0.1761956512928009
186,0.21777218580245972,0.17617636919021606
187,0.22077472507953644,0.17621803283691406
188,0.21700288355350494,0.17641612887382507
189,0.2206474095582962,0.17679116129875183
190,0.2170996367931366,0.17702196538448334
191,0.21334116160869598,0.17718544602394104
192,0.22079002857208252,0.1773822158575058
193,0.22091057896614075,0.17751039564609528
194,0.2174767702817917,0.17754848301410675
195,0.22011421620845795,0.17753632366657257
196,0.21649692952632904,0.17759603261947632
197,0.21801365911960602,0.17749138176441193
198,0.21215273439884186,0.1773548275232315
199,0.21576009690761566,0.17706428468227386
200,0.21997734904289246,0.17685864865779877
201,0.2160048931837082,0.17671839892864227
202,0.2164936363697052,0.1767105609178543
203,0.21278047561645508,0.17681464552879333
204,0.21988828480243683,0.17710749804973602
205,0.21223892271518707,0.17732949554920197
206,0.21272611618041992,0.17765003442764282
207,0.21751734614372253,0.17795591056346893
208,0.2162512093782425,0.17827284336090088
209,0.21593131124973297,0.17854273319244385
210,0.21472683548927307,0.17845655977725983
211,0.21514299511909485,0.17802707850933075
212,0.21558299660682678,0.17767317593097687
213,0.21312011778354645,0.17749783396720886
214,0.20950612425804138,0.17721499502658844
215,0.21956069767475128,0.17709416151046753
216,0.21848559379577637,0.17706727981567383
217,0.22202442586421967,0.17709803581237793
218,0.21678966283798218,0.17721062898635864
219,0.21293604373931885,0.17731957137584686
220,0.21391087770462036,0.1774202436208725
221,0.21487803757190704,0.17765240371227264
222,0.21322037279605865,0.17777259647846222
223,0.21336989104747772,0.17789310216903687
224,0.20894336700439453,0.17802661657333374
225,0.21228407323360443,0.1779676228761673
226,0.21415431797504425,0.17795413732528687
227,0.2070586234331131,0.1778709590435028
228,0.21200639009475708,0.1778452843427658
229,0.21187396347522736,0.17791898548603058
230,0.21686159074306488,0.17803290486335754
231,0.2170012891292572,0.178075909614563
232,0.21228274703025818,0.1780751496553421
233,0.21195507049560547,0.17818215489387512
234,0.21131178736686707,0.17823225259780884
235,0.21666455268859863,0.1782418191432953
236,0.2119809240102768,0.1782219260931015
